Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q969Q5,Ras-related protein Rab-24 OS=Homo sapiens GN=RAB24 PE=1 SV=1,RAB24,10,20,203,23.109,6.23,10,0.999,0.985,0.901,0.906,0.67,0.461,0.245,0.188,0.12,0.095
Q969Q6,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma OS=Homo sapiens GN=PPP2R3C PE=1 SV=1,PPP2R3C,10,22,453,53.282,5.19,4,0.999,1.026,0.873,0.781,0.571,0.369,0.314,0.235,0.183,0.144
Q969R2,Oxysterol-binding protein 2 OS=Homo sapiens GN=OSBP2 PE=1 SV=2,OSBP2,2,6,916,101.202,6.54,2,0.999,1.023,1.038,0.969,0.743,0.339,0.164,0.113,0.118,0.129
Q969R5,Lethal(3)malignant brain tumor-like protein 2 OS=Homo sapiens GN=L3MBTL2 PE=1 SV=1,L3MBTL2,10,17,705,79.059,6.84,8,0.999,1.046,0.938,0.739,0.503,0.304,0.189,0.15,0.123,0.119
Q969R8,Integrin-alpha FG-GAP repeat-containing protein 2 OS=Homo sapiens GN=ITFG2 PE=1 SV=1,ITFG2,16,30,447,49.282,5.22,12,0.999,0.974,0.936,0.891,0.765,0.5,0.188,0.123,0.093,0.115
Q969S2,Endonuclease 8-like 2 OS=Homo sapiens GN=NEIL2 PE=1 SV=3,NEIL2,1,2,332,36.803,6.79,1,0.999,0.943,0.598,0.409,0.313,0.229,0.104,0.043,0.088,0.099
Q969S3,Zinc finger protein 622 OS=Homo sapiens GN=ZNF622 PE=1 SV=1,ZNF622,53,143,477,54.237,6.15,70,0.999,0.984,0.961,0.835,0.741,0.446,0.241,0.109,0.1,0.096
Q969S9,"Ribosome-releasing factor 2, mitochondrial OS=Homo sapiens GN=GFM2 PE=1 SV=1",GFM2,31,70,779,86.546,6.51,31,0.999,0.924,0.677,0.394,0.29,0.152,0.073,0.063,0.06,0.068
Q969T4,Ubiquitin-conjugating enzyme E2 E3 OS=Homo sapiens GN=UBE2E3 PE=1 SV=1,UBE2E3,17,86,207,22.898,7.18,15,0.999,0.955,0.988,0.935,0.584,0.209,0.118,0.076,0.085,0.097
Q969T7,7-methylguanosine phosphate-specific 5'-nucleotidase OS=Homo sapiens GN=NT5C3B PE=1 SV=4,NT5C3B,28,71,300,34.367,6.38,35,0.999,0.974,0.994,0.862,0.543,0.187,0.071,0.061,0.063,0.073
Q969T9,WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=1,WBP2,26,118,261,28.068,5.91,65,0.999,0.986,1.03,1.016,0.892,0.661,0.396,0.188,0.143,0.127
Q969U7,Proteasome assembly chaperone 2 OS=Homo sapiens GN=PSMG2 PE=1 SV=1,PSMG2,37,107,264,29.377,6.98,49,0.999,0.963,0.989,0.939,0.789,0.587,0.417,0.18,0.095,0.079
Q969V6,MKL/myocardin-like protein 1 OS=Homo sapiens GN=MKL1 PE=1 SV=1,MKL1,35,76,931,98.858,5.86,29,0.999,0.945,0.792,0.594,0.486,0.275,0.16,0.118,0.117,0.109
Q969X0,RILP-like protein 2 OS=Homo sapiens GN=RILPL2 PE=1 SV=1,RILPL2,2,3,211,23.971,4.98,1,0.999,0.953,1.028,0.639,0.323,0.159,0.024,0.033,0.058,0.069
Q969X5,Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens GN=ERGIC1 PE=1 SV=1,ERGIC1,5,10,290,32.571,7.06,5,0.999,0.933,0.923,0.827,0.602,0.357,0.229,0.181,0.121,0.124
Q969Y2,"Isoform 2 of tRNA modification GTPase GTPBP3, mitochondrial OS=Homo sapiens GN=GTPBP3",GTPBP3,31,75,524,55.527,6.83,36,0.999,0.983,0.947,0.761,0.617,0.401,0.246,0.113,0.093,0.087
Q969Z0,Protein TBRG4 OS=Homo sapiens GN=TBRG4 PE=1 SV=1,TBRG4,28,61,631,70.693,7.42,29,0.999,1.134,0.74,0.4,0.269,0.141,0.06,0.051,0.061,0.074
Q96A00,Protein phosphatase 1 regulatory subunit 14A OS=Homo sapiens GN=PPP1R14A PE=1 SV=1,PPP1R14A,10,22,147,16.683,9.38,10,0.999,0.923,0.996,0.884,0.881,0.691,0.602,0.528,0.405,0.329
Q96A19,Coiled-coil domain-containing protein 102A OS=Homo sapiens GN=CCDC102A PE=1 SV=2,CCDC102A,27,57,550,62.558,5.58,16,0.999,1.024,1.001,0.956,0.806,0.528,0.386,0.276,0.242,0.235
Q96A33,Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1,CCDC47,8,28,483,55.838,4.87,11,0.999,1.057,1.063,1.019,0.877,0.707,0.427,0.296,0.211,0.152
Q96A35,"39S ribosomal protein L24, mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1",MRPL24,27,86,216,24.899,9.29,40,0.999,0.954,0.854,0.627,0.459,0.197,0.09,0.074,0.078,0.09
Q96A37,RING finger protein 166 OS=Homo sapiens GN=RNF166 PE=2 SV=1,RNF166,3,6,237,26.105,8.06,3,0.999,0.986,1.051,1.036,0.9,0.655,0.471,0.399,0.354,0.282
Q96A46,Mitoferrin-2 OS=Homo sapiens GN=SLC25A28 PE=2 SV=1,SLC25A28,1,2,364,39.247,8.59,1,0.999,1.013,0.968,1.069,0.863,0.769,0.644,0.733,0.588,0.479
Q96A47,Insulin gene enhancer protein ISL-2 OS=Homo sapiens GN=ISL2 PE=1 SV=1,ISL2,3,6,359,39.743,8.28,3,0.999,1.103,1.068,0.959,0.743,0.439,0.264,0.253,0.208,0.179
Q96A49,Synapse-associated protein 1 OS=Homo sapiens GN=SYAP1 PE=1 SV=1,SYAP1,73,351,352,39.909,4.53,164,0.999,1.003,1.045,0.982,0.812,0.485,0.259,0.128,0.098,0.092
Q96A54,Adiponectin receptor protein 1 OS=Homo sapiens GN=ADIPOR1 PE=1 SV=1,ADIPOR1,9,30,375,42.588,7.02,15,0.999,1.033,1.085,1.153,1.123,1.044,0.962,0.689,0.353,0.175
Q96A57,Isoform 1 of Transmembrane protein 230 OS=Homo sapiens GN=TMEM230,TMEM230,4,8,183,19.898,9.22,4,0.999,0.948,0.933,0.834,0.578,0.419,0.429,0.288,0.233,0.199
Q96A58,Ras-related and estrogen-regulated growth inhibitor OS=Homo sapiens GN=RERG PE=1 SV=1,RERG,4,20,199,22.594,7.37,10,0.999,0.918,0.954,0.841,0.782,0.702,0.806,0.901,0.769,0.806
Q96A65,Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1,EXOC4,82,189,974,110.429,6.49,88,0.999,1.057,0.958,0.786,0.373,0.191,0.089,0.07,0.078,0.084
Q96A72,Protein mago nashi homolog 2 OS=Homo sapiens GN=MAGOHB PE=1 SV=1,MAGOHB,31,268,148,17.265,6.39,128,0.999,0.948,0.967,0.872,0.608,0.267,0.136,0.082,0.063,0.072
Q96A73,Putative monooxygenase p33MONOX OS=Homo sapiens GN=KIAA1191 PE=1 SV=1,KIAA1191,19,43,305,33.226,9.39,21,0.999,1.036,1.033,0.896,0.756,0.536,0.389,0.313,0.261,0.259
Q96AB3,"Isoform 2 of Isochorismatase domain-containing protein 2, mitochondrial OS=Homo sapiens GN=ISOC2",ISOC2,20,116,221,24.082,7.77,52,0.999,1.006,1.041,0.998,0.91,0.726,0.606,0.374,0.239,0.124
Q96AB6,Protein N-terminal asparagine amidohydrolase OS=Homo sapiens GN=NTAN1 PE=1 SV=3,NTAN1,5,9,310,34.656,6.27,5,0.999,1.049,1.026,0.962,0.762,0.368,0.299,0.194,0.142,0.131
Q96AC1,Isoform 3 of Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2,FERMT2,107,372,687,78.625,6.7,178,0.999,1.055,0.986,0.982,0.702,0.498,0.289,0.099,0.08,0.087
Q96AD5,Patatin-like phospholipase domain-containing protein 2 OS=Homo sapiens GN=PNPLA2 PE=1 SV=1,PNPLA2,8,15,504,55.281,7.08,7,0.999,1.05,0.997,0.912,0.605,0.36,0.179,0.126,0.129,0.115
Q96AE4,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,FUBP1,211,3534,644,67.518,7.61,108,0.999,1.011,1.021,0.968,0.88,0.682,0.557,0.427,0.419,0.33
Q96AE7,Tetratricopeptide repeat protein 17 OS=Homo sapiens GN=TTC17 PE=1 SV=1,TTC17,11,19,1141,129.477,6.58,5,0.999,0.953,1,0.848,0.747,0.486,0.323,0.249,0.23,0.24
Q96AG4,Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,LRRC59,36,109,307,34.909,9.57,50,0.999,0.967,0.957,0.91,0.85,0.737,0.489,0.223,0.162,0.136
Q96AH0,SOSS complex subunit B2 OS=Homo sapiens GN=NABP1 PE=1 SV=1,NABP1,2,4,204,22.409,9.58,1,0.999,0.883,0.678,0.489,0.323,0.179,0.104,0.083,0.088,0.099
Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens GN=VTI1A PE=1 SV=2,VTI1A,17,34,217,25.202,6.4,16,0.999,0.947,0.976,0.95,0.818,0.578,0.452,0.332,0.241,0.2
Q96AP0,Adrenocortical dysplasia protein homolog OS=Homo sapiens GN=ACD PE=1 SV=3,ACD,1,2,544,57.697,6.74,1,0.999,1.133,1.028,0.709,0.543,0.309,0.274,0.233,0.178,0.149
Q96AP4,Zinc finger with UFM1-specific peptidase domain protein OS=Homo sapiens GN=ZUFSP PE=1 SV=1,ZUFSP,1,2,578,65.916,6.49,1,0.999,1.083,0.868,0.589,0.363,0.189,0.124,0.073,0.078,0.099
Q96AQ8,Mitochondrial calcium uniporter regulator 1 OS=Homo sapiens GN=CCDC90A PE=1 SV=1,CCDC90A,1,2,359,39.669,9.63,1,0.999,0.913,1.038,0.889,0.643,0.299,0.224,0.253,0.238,0.219
Q96AT1,Uncharacterized protein KIAA1143 OS=Homo sapiens GN=KIAA1143 PE=1 SV=2,KIAA1143,36,157,154,17.455,6.11,73,0.999,0.977,0.964,0.901,0.816,0.708,0.749,0.731,0.66,0.562
Q96AT9,Ribulose-phosphate 3-epimerase OS=Homo sapiens GN=RPE PE=1 SV=1,RPE,19,136,228,24.911,5.58,68,0.999,0.978,1.016,0.963,0.895,0.734,0.565,0.383,0.244,0.137
Q96AX1,Vacuolar protein sorting-associated protein 33A OS=Homo sapiens GN=VPS33A PE=1 SV=1,VPS33A,64,144,596,67.568,6.96,69,0.999,1.003,0.893,0.704,0.413,0.201,0.099,0.083,0.08,0.094
Q96AY2,Isoform 2 of Crossover junction endonuclease EME1 OS=Homo sapiens GN=EME1,EME1,2,4,583,64.738,6.65,1,0.999,0.913,0.758,0.589,0.493,0.299,0.234,0.163,0.138,0.139
Q96AY3,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10 PE=1 SV=1,FKBP10,100,726,582,64.204,5.62,239,0.999,0.956,0.916,0.797,0.681,0.472,0.375,0.329,0.308,0.315
Q96AY4,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4,TTC28,48,97,2481,270.715,6.89,41,0.999,1.022,0.8,0.51,0.393,0.237,0.14,0.111,0.096,0.104
Q96B01,RAD51-associated protein 1 OS=Homo sapiens GN=RAD51AP1 PE=1 SV=1,RAD51AP1,24,47,352,38.434,9.11,22,0.999,0.996,1.004,0.954,0.756,0.587,0.457,0.388,0.333,0.287
Q96B23,Isoform 2 of Uncharacterized protein C18orf25 OS=Homo sapiens GN=C18orf25,C18orf25,41,136,342,36.955,5.12,64,0.999,0.966,0.984,0.906,0.86,0.771,0.707,0.631,0.582,0.532
Q96B26,Exosome complex component RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,EXOSC8,45,280,276,30.02,5.3,134,0.999,0.991,1.066,1.132,1.07,0.88,0.678,0.368,0.143,0.104
Q96B36,Proline-rich AKT1 substrate 1 OS=Homo sapiens GN=AKT1S1 PE=1 SV=1,AKT1S1,11,40,256,27.366,4.75,18,0.999,1.003,1.097,0.987,0.921,0.731,0.561,0.44,0.37,0.283
Q96B45,UPF0693 protein C10orf32 OS=Homo sapiens GN=C10orf32 PE=1 SV=1,C10orf32,17,49,105,11.557,6.79,23,0.999,1.001,1.045,0.945,0.889,0.67,0.552,0.414,0.318,0.257
Q96B49,Mitochondrial import receptor subunit TOM6 homolog OS=Homo sapiens GN=TOMM6 PE=1 SV=1,TOMM6,3,6,74,7.997,4.89,3,0.999,0.966,1.008,0.909,0.84,0.659,0.391,0.336,0.234,0.212
Q96B54,Zinc finger protein 428 OS=Homo sapiens GN=ZNF428 PE=1 SV=2,ZNF428,4,14,188,20.468,4.17,7,0.999,0.894,0.912,0.908,1.017,0.827,0.808,0.773,0.688,0.7
Q96B70,Leukocyte receptor cluster member 9 OS=Homo sapiens GN=LENG9 PE=2 SV=2,LENG9,6,9,501,53.133,7.84,6,0.999,0.978,0.903,0.716,0.456,0.224,0.117,0.093,0.105,0.094
Q96B97,SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2,SH3KBP1,47,105,665,73.082,6.62,50,0.999,0.995,0.999,0.858,0.589,0.304,0.16,0.105,0.098,0.099
Q96BD5,Isoform 3 of PHD finger protein 21A OS=Homo sapiens GN=PHF21A,PHF21A,4,10,681,74.935,9.45,1,0.999,1.023,0.778,0.579,0.473,0.269,0.134,0.093,0.108,0.069
Q96BD8,Spindle and kinetochore-associated protein 1 OS=Homo sapiens GN=SKA1 PE=1 SV=1,SKA1,14,23,255,29.465,7.12,11,0.999,0.981,0.724,0.497,0.383,0.212,0.109,0.08,0.088,0.087
Q96BH1,E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens GN=RNF25 PE=1 SV=1,RNF25,29,79,459,51.187,6.54,32,0.999,0.975,0.951,0.921,0.711,0.434,0.239,0.152,0.127,0.12
Q96BI3,Gamma-secretase subunit APH-1A OS=Homo sapiens GN=APH1A PE=1 SV=1,APH1A,2,3,265,28.977,7.9,2,0.999,0.928,0.863,0.804,0.673,0.539,0.479,0.478,0.378,0.349
Q96BJ3,"Axin interactor, dorsalization-associated protein OS=Homo sapiens GN=AIDA PE=1 SV=1",AIDA,45,118,306,35.001,6.55,55,0.999,0.968,0.986,0.867,0.593,0.274,0.114,0.06,0.055,0.067
Q96BK5,PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens GN=PINX1 PE=1 SV=2,PINX1,11,23,328,37.012,9.6,11,0.999,0.991,0.998,0.95,0.912,0.757,0.521,0.378,0.234,0.185
Q96BM9,ADP-ribosylation factor-like protein 8A OS=Homo sapiens GN=ARL8A PE=1 SV=1,ARL8A,15,43,186,21.402,7.77,10,0.999,1.102,1.043,1.041,0.799,0.543,0.327,0.203,0.182,0.148
Q96BN2,Transcriptional adapter 1 OS=Homo sapiens GN=TADA1 PE=1 SV=1,TADA1,9,13,335,37.358,7.39,8,0.999,1.009,0.906,0.68,0.491,0.296,0.138,0.093,0.098,0.101
Q96BN8,Ubiquitin thioesterase otulin OS=Homo sapiens GN=FAM105B PE=1 SV=3,FAM105B,49,129,352,40.237,5.47,65,0.999,1.042,0.991,0.86,0.442,0.19,0.086,0.061,0.071,0.075
Q96BP2,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Homo sapiens GN=CHCHD1 PE=1 SV=1,CHCHD1,11,31,118,13.466,10.21,11,0.999,1.046,0.954,0.852,0.625,0.384,0.268,0.19,0.171,0.149
Q96BP3,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens GN=PPWD1 PE=1 SV=1,PPWD1,81,213,646,73.528,7.15,101,0.999,0.966,0.941,0.799,0.53,0.226,0.117,0.093,0.087,0.089
Q96BR1,Serine/threonine-protein kinase Sgk3 OS=Homo sapiens GN=SGK3 PE=1 SV=1,SGK3,2,4,496,57.072,6.93,2,0.999,1.038,0.883,0.799,0.438,0.269,0.149,0.108,0.083,0.124
Q96BR5,Sel1 repeat-containing protein 1 OS=Homo sapiens GN=SELRC1 PE=1 SV=2,SELRC1,49,186,231,25.692,6.02,85,0.999,0.957,0.957,0.915,0.746,0.348,0.178,0.124,0.105,0.109
Q96BT3,Centromere protein T OS=Homo sapiens GN=CENPT PE=1 SV=2,CENPT,4,8,561,60.386,6.58,4,0.999,1.053,0.943,0.889,0.673,0.484,0.279,0.178,0.113,0.119
Q96BT7,Isoform 4 of Alkylated DNA repair protein alkB homolog 8 OS=Homo sapiens GN=ALKBH8,ALKBH8,31,63,667,75.51,7.99,29,0.999,1.054,0.887,0.646,0.345,0.183,0.08,0.057,0.066,0.075
Q96BU1,S100P-binding protein OS=Homo sapiens GN=S100PBP PE=1 SV=1,S100PBP,12,24,408,45.554,5.17,10,0.999,0.982,0.969,0.836,0.699,0.536,0.424,0.384,0.348,0.344
Q96BW1,Uracil phosphoribosyltransferase homolog OS=Homo sapiens GN=UPRT PE=2 SV=1,UPRT,21,45,309,33.765,6.04,22,0.999,1.028,0.999,0.897,0.683,0.442,0.278,0.185,0.136,0.113
Q96BW5,Phosphotriesterase-related protein OS=Homo sapiens GN=PTER PE=1 SV=1,PTER,47,191,349,38.993,6.52,83,0.999,0.98,0.996,0.944,0.901,0.739,0.644,0.548,0.395,0.194
Q96BX8,MOB kinase activator 3A OS=Homo sapiens GN=MOB3A PE=1 SV=1,MOB3A,3,5,217,25.448,8.63,2,0.999,1.103,0.868,1.069,0.473,0.209,0.114,0.073,0.088,0.099
Q96BY6,Dedicator of cytokinesis protein 10 OS=Homo sapiens GN=DOCK10 PE=1 SV=3,DOCK10,2,6,2186,249.373,7.14,1,0.999,1.003,0.878,0.819,0.393,0.159,0.074,0.033,0.048,0.059
Q96BY7,Autophagy-related protein 2 homolog B OS=Homo sapiens GN=ATG2B PE=1 SV=5,ATG2B,53,126,2078,232.616,5.76,44,0.999,1.061,0.981,0.954,0.704,0.499,0.312,0.162,0.127,0.122
Q96BZ8,Leukocyte receptor cluster member 1 OS=Homo sapiens GN=LENG1 PE=1 SV=1,LENG1,32,71,264,30.511,9.69,32,0.999,1.002,1.047,0.961,0.848,0.651,0.559,0.456,0.386,0.336
Q96C01,Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,FAM136A,22,209,138,15.631,7.61,97,0.999,0.989,1.034,0.973,0.91,0.569,0.463,0.351,0.288,0.239
Q96C11,Isoform 4 of FGGY carbohydrate kinase domain-containing protein OS=Homo sapiens GN=FGGY,FGGY,1,2,575,62.492,6.48,1,0.999,0.903,0.958,0.989,0.793,0.579,0.414,0.253,0.158,0.169
Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,EFHD2,58,235,240,26.68,5.2,83,0.999,1.008,1.015,0.959,0.788,0.505,0.317,0.218,0.189,0.157
Q96C23,Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1,GALM,33,105,342,37.742,6.65,52,0.999,0.982,0.997,0.862,0.665,0.326,0.122,0.086,0.093,0.086
Q96C36,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1,PYCR2,48,305,320,33.616,7.77,122,0.999,1.024,1.014,0.973,0.826,0.702,0.569,0.408,0.27,0.16
Q96C45,Serine/threonine-protein kinase ULK4 OS=Homo sapiens GN=ULK4 PE=1 SV=2,ULK4,1,2,1275,142.352,6.29,2,0.999,0.823,0.908,0.789,0.763,0.499,0.384,0.253,0.228,0.189
Q96C86,m7GpppX diphosphatase OS=Homo sapiens GN=DCPS PE=1 SV=2,DCPS,54,266,337,38.585,6.38,130,0.999,0.98,1.019,0.989,0.888,0.754,0.662,0.5,0.297,0.122
Q96C90,Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens GN=PPP1R14B PE=1 SV=3,PPP1R14B,16,128,147,15.901,4.86,54,0.999,1.006,1.017,0.962,0.943,0.829,0.743,0.645,0.643,0.519
Q96CB8,Integrator complex subunit 12 OS=Homo sapiens GN=INTS12 PE=1 SV=1,INTS12,32,68,462,48.777,9.69,32,0.999,0.991,0.781,0.572,0.383,0.214,0.118,0.103,0.093,0.099
Q96CB9,5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens GN=NSUN4 PE=1 SV=2,NSUN4,12,24,384,43.061,8.18,11,0.999,1.003,0.929,0.829,0.614,0.307,0.14,0.1,0.098,0.093
Q96CD0,F-box/LRR-repeat protein 8 OS=Homo sapiens GN=FBXL8 PE=1 SV=1,FBXL8,5,12,374,40.49,7.31,6,0.999,0.976,1.001,0.912,0.776,0.449,0.184,0.133,0.114,0.109
Q96CD2,Phosphopantothenoylcysteine decarboxylase OS=Homo sapiens GN=PPCDC PE=1 SV=2,PPCDC,17,44,204,22.381,6.1,21,0.999,0.981,1.022,0.941,0.892,0.791,0.708,0.662,0.657,0.623
Q96CF2,Charged multivesicular body protein 4c OS=Homo sapiens GN=CHMP4C PE=1 SV=1,CHMP4C,13,31,233,26.394,6.07,7,0.999,1.004,1.061,0.966,0.799,0.612,0.454,0.34,0.29,0.255
Q96CG3,TRAF-interacting protein with FHA domain-containing protein A OS=Homo sapiens GN=TIFA PE=1 SV=1,TIFA,14,31,184,21.431,5.11,15,0.999,0.967,0.938,0.841,0.704,0.486,0.33,0.181,0.128,0.119
Q96CM3,RNA pseudouridylate synthase domain-containing protein 4 OS=Homo sapiens GN=RPUSD4 PE=2 SV=1,RPUSD4,5,9,377,42.178,9.88,4,0.999,0.993,0.898,0.829,0.553,0.329,0.204,0.133,0.108,0.129
Q96CN4,Isoform 2 of EVI5-like protein OS=Homo sapiens GN=EVI5L,EVI5L,12,21,805,92.486,5.31,9,0.999,1,0.921,0.819,0.576,0.382,0.238,0.249,0.201,0.186
Q96CN7,Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3,ISOC1,43,256,298,32.216,7.39,123,0.999,0.983,0.989,0.944,0.875,0.709,0.548,0.195,0.098,0.091
Q96CN9,GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=GCC1 PE=1 SV=1,GCC1,28,52,775,87.757,5.45,22,0.999,1.024,0.789,0.619,0.414,0.275,0.18,0.119,0.111,0.119
Q96CP2,FLYWCH family member 2 OS=Homo sapiens GN=FLYWCH2 PE=1 SV=1,FLYWCH2,18,54,140,14.555,8.46,28,0.999,0.966,1.027,0.974,0.897,0.695,0.607,0.583,0.5,0.427
Q96CQ1,Solute carrier family 25 member 36 OS=Homo sapiens GN=SLC25A36 PE=2 SV=1,SLC25A36,1,3,311,34.261,8.57,1,0.999,1.013,0.888,0.949,0.793,0.559,0.364,0.203,0.108,0.089
Q96CS2,HAUS augmin-like complex subunit 1 OS=Homo sapiens GN=HAUS1 PE=1 SV=1,HAUS1,25,57,278,31.844,5.53,26,0.999,1.008,0.898,0.616,0.413,0.234,0.117,0.088,0.08,0.091
Q96CS3,FAS-associated factor 2 OS=Homo sapiens GN=FAF2 PE=1 SV=2,FAF2,26,60,445,52.591,5.62,27,0.999,0.963,0.896,0.735,0.534,0.282,0.161,0.107,0.098,0.088
Q96CS4,Zinc finger protein 689 OS=Homo sapiens GN=ZNF689 PE=1 SV=1,ZNF689,3,4,500,56.87,9.8,3,0.999,1.066,1.015,0.762,0.506,0.315,0.221,0.183,0.174,0.159
Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1,CCDC124,76,411,223,25.82,9.54,188,0.999,1.001,1.015,0.984,0.913,0.781,0.712,0.536,0.307,0.254
Q96CU9,FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens GN=FOXRED1 PE=1 SV=2,FOXRED1,9,16,486,53.778,7.78,7,0.999,1.032,0.988,0.929,0.6,0.296,0.201,0.16,0.129,0.107
Q96CV9,Optineurin OS=Homo sapiens GN=OPTN PE=1 SV=2,OPTN,18,37,577,65.88,5.24,15,0.999,0.956,0.851,0.679,0.512,0.279,0.185,0.13,0.123,0.126
Q96CW1,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=2,AP2M1,37,152,435,49.623,9.54,70,0.999,0.97,0.92,0.782,0.54,0.296,0.144,0.098,0.082,0.089
Q96CW5,Gamma-tubulin complex component 3 OS=Homo sapiens GN=TUBGCP3 PE=1 SV=2,TUBGCP3,42,87,907,103.506,8.12,41,0.999,1.057,0.939,0.896,0.529,0.274,0.135,0.106,0.087,0.104
Q96CW6,Probable RNA polymerase II nuclear localization protein SLC7A6OS OS=Homo sapiens GN=SLC7A6OS PE=1 SV=2,SLC7A6OS,17,40,309,35.007,4.6,19,0.999,1.011,1.004,0.931,0.772,0.588,0.43,0.327,0.263,0.235
Q96CX2,BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens GN=KCTD12 PE=1 SV=1,KCTD12,69,497,325,35.679,5.64,241,0.999,0.995,1.004,0.979,0.898,0.775,0.643,0.548,0.443,0.266
Q96D09,G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens GN=GPRASP2 PE=1 SV=1,GPRASP2,48,96,838,93.715,5.01,49,0.999,0.997,0.847,0.651,0.421,0.218,0.128,0.105,0.093,0.104
Q96D53,Uncharacterized aarF domain-containing protein kinase 4 OS=Homo sapiens GN=ADCK4 PE=1 SV=2,ADCK4,4,7,544,60.031,7.23,3,0.999,1.006,0.891,0.646,0.46,0.259,0.178,0.156,0.138,0.152
Q96D70,R3H domain-containing protein 4 OS=Homo sapiens GN=R3HDM4 PE=2 SV=3,R3HDM4,1,2,268,30.331,8.56,1,0.999,1.133,0.938,0.689,0.483,0.229,0.134,0.103,0.098,0.099
Q96D71,RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens GN=REPS1 PE=1 SV=3,REPS1,77,208,796,86.609,5.69,97,0.999,0.979,0.901,0.697,0.465,0.239,0.131,0.113,0.1,0.107
Q96DA2,Ras-related protein Rab-39B OS=Homo sapiens GN=RAB39B PE=1 SV=1,RAB39B,6,30,213,24.607,7.83,2,0.999,1.023,1.028,0.969,0.868,0.689,0.449,0.238,0.148,0.129
Q96DB5,Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1,RMDN1,34,130,314,35.785,8.5,57,0.999,0.995,1.02,1.012,0.835,0.349,0.15,0.082,0.082,0.078
Q96DC7,Isoform 2 of Transmembrane and coiled-coil domain-containing protein 6 OS=Homo sapiens GN=TMCO6,TMCO6,9,18,499,54.908,5.81,7,0.999,0.975,0.975,0.878,0.644,0.329,0.212,0.177,0.148,0.156
Q96DC9,Ubiquitin thioesterase OTUB2 OS=Homo sapiens GN=OTUB2 PE=1 SV=2,OTUB2,3,5,234,27.196,6.23,3,0.999,1.073,1.118,0.979,0.783,0.549,0.274,0.143,0.148,0.129
Q96DE0,U8 snoRNA-decapping enzyme OS=Homo sapiens GN=NUDT16 PE=1 SV=2,NUDT16,38,174,195,21.26,6.89,71,0.999,0.992,1.027,0.95,0.897,0.746,0.652,0.582,0.537,0.466
Q96DE5,Anaphase-promoting complex subunit 16 OS=Homo sapiens GN=ANAPC16 PE=1 SV=1,ANAPC16,9,36,110,11.66,4.97,18,0.999,0.983,0.978,0.894,0.763,0.484,0.364,0.24,0.21,0.209
Q96DF8,Protein DGCR14 OS=Homo sapiens GN=DGCR14 PE=1 SV=1,DGCR14,66,168,476,52.536,7.56,80,0.999,0.973,0.912,0.741,0.595,0.381,0.296,0.23,0.202,0.214
