Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q96I59,"Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens GN=NARS2 PE=1 SV=3",NARS2,18,43,477,54.056,7.24,18,0.992,0.861,0.845,0.547,0.292,0.195,0.16,0.132,0.132,0.092
Q96I76,G patch domain-containing protein 3 OS=Homo sapiens GN=GPATCH3 PE=2 SV=1,GPATCH3,1,5,525,59.301,5.01,2,0.992,0.986,1.103,1.197,1.213,1.098,0.955,0.804,0.319,0.442
Q96I99,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLG2 PE=1 SV=2",SUCLG2,76,318,432,46.481,6.39,124,0.992,0.951,0.959,0.839,0.547,0.213,0.127,0.081,0.082,0.051
Q96IF1,LIM domain-containing protein ajuba OS=Homo sapiens GN=AJUBA PE=1 SV=1,AJUBA,3,6,538,56.897,7.14,3,0.992,0.996,0.816,0.823,0.75,0.661,0.582,0.427,0.229,0.228
Q96II8,Isoform 2 of Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3,LRCH3,5,8,803,89.06,6.7,2,0.992,1.256,0.773,0.547,0.383,0.243,0.165,0.104,0.094,0.062
Q96IJ6,Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens GN=GMPPA PE=1 SV=1,GMPPA,31,72,420,46.262,7.21,35,0.992,1.03,0.934,0.903,0.736,0.606,0.398,0.214,0.122,0.08
Q96IK1,Biorientation of chromosomes in cell division protein 1 OS=Homo sapiens GN=BOD1 PE=1 SV=2,BOD1,14,27,185,19.185,6.33,8,0.992,0.985,0.97,0.962,0.844,0.733,0.656,0.506,0.35,0.402
Q96IM9,DPY30 domain-containing protein 2 OS=Homo sapiens GN=DYDC2 PE=2 SV=1,DYDC2,1,3,177,20.573,5.6,1,0.992,0.876,1.063,0.997,0.923,0.918,0.935,0.864,0.959,1.042
Q96IQ9,Isoform 2 of Zinc finger protein 414 OS=Homo sapiens GN=ZNF414,ZNF414,1,2,390,40.968,7.64,1,0.992,0.826,0.643,0.727,0.423,0.368,0.305,0.254,0.129,0.082
Q96IR2,Zinc finger protein 845 OS=Homo sapiens GN=ZNF845 PE=2 SV=3,ZNF845,4,8,970,113.06,9.33,2,0.992,1.031,0.658,0.452,0.343,0.253,0.205,0.179,0.124,0.147
Q96IU4,Alpha/beta hydrolase domain-containing protein 14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1,ABHD14B,20,114,210,22.332,6.4,53,0.992,0.977,0.94,0.902,0.779,0.552,0.314,0.194,0.143,0.116
Q96IV0,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Homo sapiens GN=NGLY1 PE=1 SV=1,NGLY1,5,8,654,74.343,6.89,3,0.992,1.031,0.873,0.777,0.543,0.343,0.24,0.174,0.169,0.137
Q96IX5,Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1,USMG5,4,4,58,6.453,9.76,4,0.992,1.03,1.189,0.919,0.928,0.865,0.902,0.867,0.765,1.113
Q96IY1,Kinetochore-associated protein NSL1 homolog OS=Homo sapiens GN=NSL1 PE=1 SV=3,NSL1,6,11,281,32.141,6.79,5,0.992,1.067,0.907,0.779,0.409,0.203,0.136,0.103,0.089,0.06
Q96IZ0,PRKC apoptosis WT1 regulator protein OS=Homo sapiens GN=PAWR PE=1 SV=1,PAWR,25,79,340,36.545,5.41,38,0.992,0.929,1.006,0.94,0.902,0.767,0.696,0.581,0.419,0.526
Q96IZ7,Serine/Arginine-related protein 53 OS=Homo sapiens GN=RSRC1 PE=1 SV=1,RSRC1,4,8,334,38.654,11.08,4,0.992,0.999,0.905,0.947,0.971,0.861,0.743,0.574,0.313,0.309
Q96J01,THO complex subunit 3 OS=Homo sapiens GN=THOC3 PE=1 SV=1,THOC3,29,76,351,38.747,6.09,33,0.992,0.936,0.831,0.75,0.585,0.386,0.246,0.151,0.111,0.087
Q96J02,E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens GN=ITCH PE=1 SV=2,ITCH,8,17,903,102.738,6.3,6,0.992,0.988,0.796,0.66,0.451,0.341,0.257,0.197,0.158,0.13
Q96J66,ATP-binding cassette sub-family C member 11 OS=Homo sapiens GN=ABCC11 PE=1 SV=1,ABCC11,2,2,1382,154.202,8.09,1,0.992,0.946,1.073,0.927,0.693,0.508,0.415,0.324,0.239,0.242
Q96J84,Isoform 2 of Kin of IRRE-like protein 1 OS=Homo sapiens GN=KIRREL,KIRREL,3,7,773,84.997,5.73,3,0.992,1.046,1.128,1.317,1.598,2.188,2,1.254,0.844,0.872
Q96J94,Piwi-like protein 1 OS=Homo sapiens GN=PIWIL1 PE=1 SV=1,PIWIL1,1,2,861,98.541,9.44,1,0.992,0.966,0.813,0.977,1.103,1.418,1.165,0.654,0.349,0.292
Q96JB1,"Dynein heavy chain 8, axonemal OS=Homo sapiens GN=DNAH8 PE=1 SV=2",DNAH8,9,19,4490,514.335,6.32,6,0.992,1.003,1.103,1.05,0.963,0.911,0.785,0.61,0.216,0.232
Q96JB2,Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens GN=COG3 PE=1 SV=3,COG3,30,61,828,94.036,5.57,24,0.992,1.033,0.764,0.495,0.332,0.226,0.166,0.117,0.116,0.097
Q96JC1,Vam6/Vps39-like protein OS=Homo sapiens GN=VPS39 PE=1 SV=2,VPS39,2,4,886,101.744,6.99,2,0.992,0.876,0.643,0.557,0.453,0.268,0.205,0.164,0.139,0.142
Q96JC9,ELL-associated factor 1 OS=Homo sapiens GN=EAF1 PE=1 SV=1,EAF1,19,38,268,29.024,5.4,16,0.992,0.989,0.908,0.772,0.636,0.538,0.488,0.486,0.377,0.452
Q96JE9,Microtubule-associated protein 6 OS=Homo sapiens GN=MAP6 PE=1 SV=2,MAP6,1,1,813,86.452,9.16,1,0.992,1.046,1.103,1.487,1.363,1.278,1.365,1.264,0.479,0.372
Q96JF0,"Beta-galactoside alpha-2,6-sialyltransferase 2 OS=Homo sapiens GN=ST6GAL2 PE=1 SV=2",ST6GAL2,1,1,529,60.12,9.74,1,0.992,0.816,0.823,0.777,0.823,0.648,0.525,0.494,0.469,1.212
Q96JG6,Coiled-coil domain-containing protein 132 OS=Homo sapiens GN=CCDC132 PE=1 SV=3,CCDC132,10,21,964,111.104,6.2,8,0.992,1.149,0.895,0.777,0.471,0.318,0.218,0.161,0.164,0.119
Q96JH7,Deubiquitinating protein VCIP135 OS=Homo sapiens GN=VCPIP1 PE=1 SV=2,VCPIP1,60,133,1222,134.236,7.2,61,0.992,0.965,0.57,0.411,0.306,0.201,0.162,0.11,0.11,0.072
Q96JI7,Spatacsin OS=Homo sapiens GN=SPG11 PE=1 SV=3,SPG11,4,9,2443,278.69,5.97,5,0.992,0.93,0.897,0.741,0.511,0.228,0.135,0.098,0.081,0.036
Q96JK2,DDB1- and CUL4-associated factor 5 OS=Homo sapiens GN=DCAF5 PE=1 SV=2,DCAF5,3,6,942,103.899,5.76,3,0.992,0.849,0.626,0.51,0.406,0.324,0.245,0.197,0.179,0.182
Q96JM3,Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens GN=CHAMP1 PE=1 SV=2,CHAMP1,60,131,812,89.043,8.44,64,0.992,0.928,0.837,0.691,0.522,0.38,0.273,0.201,0.146,0.127
Q96JM7,Lethal(3)malignant brain tumor-like protein 3 OS=Homo sapiens GN=L3MBTL3 PE=1 SV=2,L3MBTL3,5,9,780,88.28,6.46,4,0.992,0.946,0.588,0.342,0.293,0.198,0.165,0.169,0.104,0.137
Q96JN0,Ligand-dependent corepressor OS=Homo sapiens GN=LCOR PE=1 SV=2,LCOR,11,23,433,46.978,9.38,10,0.992,0.933,0.973,0.874,0.855,0.638,0.525,0.383,0.261,0.234
Q96JP0,Protein fem-1 homolog C OS=Homo sapiens GN=FEM1C PE=2 SV=1,FEM1C,1,1,617,68.629,7.68,1,0.992,0.846,0.603,0.387,0.303,0.198,0.195,0.124,0.139,0.092
Q96JP5,E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens GN=ZFP91 PE=1 SV=1,ZFP91,25,56,570,63.406,7.36,29,0.992,0.988,0.958,0.898,0.767,0.546,0.418,0.288,0.171,0.141
Q96JQ2,Calmin OS=Homo sapiens GN=CLMN PE=1 SV=1,CLMN,10,20,1002,111.582,4.94,10,0.992,1.082,0.861,0.846,0.683,0.513,0.31,0.221,0.209,0.18
Q96JW4,Solute carrier family 41 member 2 OS=Homo sapiens GN=SLC41A2 PE=1 SV=2,SLC41A2,1,1,573,62.433,6.1,1,0.992,0.786,0.823,0.647,0.593,0.238,0.165,0.134,0.069,0.042
Q96K17,Transcription factor BTF3 homolog 4 OS=Homo sapiens GN=BTF3L4 PE=1 SV=1,BTF3L4,27,224,158,17.26,6.35,77,0.992,0.987,1.023,0.97,0.872,0.772,0.681,0.65,0.364,0.444
Q96K21,Zinc finger FYVE domain-containing protein 19 OS=Homo sapiens GN=ZFYVE19 PE=1 SV=3,ZFYVE19,35,84,471,51.514,5.73,33,0.992,1,1.018,0.967,0.905,0.782,0.637,0.558,0.4,0.411
Q96K31,Uncharacterized protein C8orf76 OS=Homo sapiens GN=C8orf76 PE=2 SV=1,C8orf76,1,2,380,43.246,5.43,1,0.992,0.876,0.703,0.527,0.513,0.388,0.355,0.254,0.169,0.132
Q96K76,Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens GN=USP47 PE=1 SV=3,USP47,8,18,1375,157.212,5.08,8,0.992,0.986,0.873,0.587,0.393,0.288,0.205,0.124,0.129,0.102
Q96K80,Zinc finger CCCH domain-containing protein 10 OS=Homo sapiens GN=ZC3H10 PE=1 SV=1,ZC3H10,5,9,434,46.023,7.64,4,0.992,1,0.945,0.773,0.673,0.493,0.413,0.351,0.224,0.242
Q96K83,Zinc finger protein 521 OS=Homo sapiens GN=ZNF521 PE=1 SV=1,ZNF521,1,2,1311,147.77,7.01,1,0.992,1.116,0.983,1.127,0.853,0.838,0.895,0.904,0.489,0.572
Q96KC2,ADP-ribosylation factor-like protein 5B OS=Homo sapiens GN=ARL5B PE=1 SV=1,ARL5B,2,4,179,20.361,6.52,2,0.992,1.036,0.703,0.632,0.468,0.343,0.22,0.139,0.114,0.127
Q96KD3,Protein FAM71F1 OS=Homo sapiens GN=FAM71F1 PE=2 SV=1,FAM71F1,2,4,344,38.921,9.44,2,0.992,0.946,0.958,1.587,0.743,0.543,0.415,0.344,0.229,0.212
Q96KE9,BTB/POZ domain-containing protein 6 OS=Homo sapiens GN=BTBD6 PE=1 SV=3,BTBD6,1,1,485,53.377,6.21,1,0.992,0.916,0.803,0.887,0.713,0.478,0.385,0.424,0.349,0.492
Q96KG9,N-terminal kinase-like protein OS=Homo sapiens GN=SCYL1 PE=1 SV=1,SCYL1,27,62,808,89.575,6.3,30,0.992,1.036,0.761,0.753,0.525,0.287,0.205,0.15,0.135,0.107
Q96KN1,Protein FAM84B OS=Homo sapiens GN=FAM84B PE=1 SV=1,FAM84B,1,2,310,34.453,5.54,1,0.992,1.016,0.893,0.887,0.683,0.538,0.365,0.294,0.229,0.272
Q96KP1,Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1,EXOC2,32,64,924,104,6.9,28,0.992,1.077,0.796,0.652,0.358,0.233,0.164,0.114,0.113,0.084
Q96KP4,Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2,CNDP2,67,242,475,52.845,5.97,89,0.992,0.981,0.979,0.909,0.698,0.42,0.241,0.13,0.109,0.078
Q96KQ7,Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens GN=EHMT2 PE=1 SV=3,EHMT2,13,28,1210,132.287,5.45,15,0.992,0.926,0.858,0.787,0.653,0.518,0.425,0.329,0.194,0.262
Q96KR1,Zinc finger RNA-binding protein OS=Homo sapiens GN=ZFR PE=1 SV=2,ZFR,78,195,1074,116.939,9.04,87,0.992,0.916,0.862,0.714,0.601,0.407,0.265,0.139,0.106,0.084
Q96KR4,Isoform 2 of Leishmanolysin-like peptidase OS=Homo sapiens GN=LMLN,LMLN,1,2,640,72.733,7.06,1,0.992,0.976,1.053,0.897,0.713,0.338,0.245,0.254,0.229,0.182
Q96KS9,Protein FAM167A OS=Homo sapiens GN=FAM167A PE=2 SV=1,FAM167A,1,4,214,24.167,6.32,2,0.992,0.996,1.023,0.937,0.963,0.828,0.655,0.624,0.349,0.442
Q96L12,Calreticulin-3 OS=Homo sapiens GN=CALR3 PE=1 SV=2,CALR3,1,1,384,44.967,6.65,1,0.992,0.686,1.053,0.717,0.883,1.098,1.095,1.044,0.909,0.642
Q96L42,Potassium voltage-gated channel subfamily H member 8 OS=Homo sapiens GN=KCNH8 PE=2 SV=2,KCNH8,1,2,1107,123.726,6.92,1,0.992,0.946,0.763,0.527,0.403,0.338,0.385,0.234,0.109,0.122
Q96L50,Leucine-rich repeat protein 1 OS=Homo sapiens GN=LRR1 PE=1 SV=2,LRR1,2,7,414,46.693,9.09,3,0.992,1.116,1.073,1.147,1.263,1.358,1.135,0.494,0.209,0.142
Q96L73,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific OS=Homo sapiens GN=NSD1 PE=1 SV=1",NSD1,10,17,2696,296.464,8.03,7,0.992,0.996,0.944,0.875,0.678,0.406,0.237,0.124,0.098,0.055
Q96L91,E1A-binding protein p400 OS=Homo sapiens GN=EP400 PE=1 SV=4,EP400,14,28,3159,343.276,9.19,13,0.992,0.942,0.803,0.672,0.562,0.433,0.338,0.253,0.182,0.156
Q96L92,Sorting nexin-27 OS=Homo sapiens GN=SNX27 PE=1 SV=2,SNX27,29,72,541,61.226,6.49,32,0.992,1.014,0.795,0.472,0.314,0.197,0.157,0.117,0.104,0.078
Q96L93,Isoform 2 of Kinesin-like protein KIF16B OS=Homo sapiens GN=KIF16B,KIF16B,4,22,1392,159.732,5.68,9,0.992,1.069,1.09,0.951,0.953,0.814,0.524,0.439,0.183,0.2
Q96LA8,Protein arginine N-methyltransferase 6 OS=Homo sapiens GN=PRMT6 PE=1 SV=1,PRMT6,3,6,375,41.911,5.44,3,0.992,1.053,1.016,0.927,0.823,0.531,0.299,0.207,0.173,0.135
Q96LB3,Intraflagellar transport protein 74 homolog OS=Homo sapiens GN=IFT74 PE=2 SV=1,IFT74,20,36,600,69.196,6,16,0.992,0.99,0.815,0.542,0.384,0.265,0.24,0.172,0.145,0.127
Q96LD4,Tripartite motif-containing protein 47 OS=Homo sapiens GN=TRIM47 PE=1 SV=2,TRIM47,24,52,638,69.488,6.44,25,0.992,0.944,0.54,0.4,0.328,0.215,0.174,0.136,0.131,0.1
Q96LD8,Sentrin-specific protease 8 OS=Homo sapiens GN=SENP8 PE=1 SV=1,SENP8,7,16,212,24.092,5.97,8,0.992,0.995,0.897,0.7,0.363,0.195,0.131,0.089,0.082,0.045
Q96LJ7,Dehydrogenase/reductase SDR family member 1 OS=Homo sapiens GN=DHRS1 PE=1 SV=1,DHRS1,1,2,313,33.887,7.83,1,0.992,1.076,1.053,0.867,0.623,0.258,0.165,0.124,0.149,0.112
Q96LR5,Ubiquitin-conjugating enzyme E2 E2 OS=Homo sapiens GN=UBE2E2 PE=1 SV=1,UBE2E2,16,56,201,22.241,7.71,10,0.992,1.013,0.901,0.713,0.466,0.282,0.237,0.192,0.119,0.186
Q96LT7,Protein C9orf72 OS=Homo sapiens GN=C9orf72 PE=1 SV=2,C9orf72,1,2,481,54.293,6.23,1,0.992,1.026,1.093,0.907,1.073,0.998,0.595,0.394,0.629,0.352
Q96LW4,Coiled-coil domain-containing protein 111 OS=Homo sapiens GN=CCDC111 PE=1 SV=2,CCDC111,1,2,560,64.343,5.26,1,0.992,1.156,0.753,0.657,0.563,0.508,0.435,0.224,0.159,0.102
Q96M27,Isoform 2 of Protein PRRC1 OS=Homo sapiens GN=PRRC1,PRRC1,31,123,464,48.495,5.39,58,0.992,0.991,0.949,0.925,0.789,0.655,0.544,0.478,0.297,0.262
Q96M32,Adenylate kinase 7 OS=Homo sapiens GN=AK7 PE=1 SV=3,AK7,1,2,723,82.607,4.74,1,0.992,0.946,0.963,0.717,0.433,0.278,0.185,0.134,0.149,0.102
Q96M53,Isoform 2 of Protein TBATA OS=Homo sapiens GN=TBATA,TBATA,1,1,250,28.257,9.66,1,0.992,1.946,3.103,1.587,3.113,3.118,0.875,0.524,0.909,0.262
Q96M63,Coiled-coil domain-containing protein 114 OS=Homo sapiens GN=CCDC114 PE=2 SV=3,CCDC114,1,1,670,75,6.28,1,0.992,1.076,0.943,0.927,0.813,0.658,0.465,0.324,0.199,0.242
Q96M89,Coiled-coil domain-containing protein 138 OS=Homo sapiens GN=CCDC138 PE=1 SV=1,CCDC138,1,1,665,76.171,8.53,1,0.992,1.016,1.003,1.057,0.923,0.768,0.825,0.734,0.379,0.242
Q96M93,Adenosine deaminase domain-containing protein 1 OS=Homo sapiens GN=ADAD1 PE=1 SV=1,ADAD1,4,7,576,64.37,9.01,3,0.992,0.873,0.913,0.943,0.756,0.418,0.272,0.23,0.156,0.172
Q96MC5,Uncharacterized protein C16orf45 OS=Homo sapiens GN=C16orf45 PE=2 SV=1,C16orf45,2,4,204,23.716,6.16,2,0.992,0.906,0.953,1.087,1.098,1.173,0.675,0.284,0.134,0.107
Q96MD7,Isoform 2 of Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85,C9orf85,1,2,157,18.252,8.56,1,0.992,0.986,1.423,1.467,1.603,1.398,1.465,1.634,0.699,1.072
Q96ME1,Isoform 4 of F-box/LRR-repeat protein 18 OS=Homo sapiens GN=FBXL18,FBXL18,21,59,718,78.869,8.27,26,0.992,1.018,0.933,0.845,0.712,0.512,0.305,0.222,0.151,0.12
Q96ME7,Zinc finger protein 512 OS=Homo sapiens GN=ZNF512 PE=1 SV=2,ZNF512,2,4,567,64.641,9.76,2,0.992,0.986,1.268,0.982,0.853,0.908,0.775,0.814,0.319,0.402
Q96MF7,E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2,NSMCE2,11,22,247,27.915,7.74,9,0.992,0.955,0.879,0.759,0.579,0.369,0.273,0.202,0.203,0.153
Q96MG7,Melanoma-associated antigen G1 OS=Homo sapiens GN=NDNL2 PE=1 SV=1,NDNL2,16,31,304,34.287,9.28,14,0.992,0.93,0.784,0.624,0.477,0.289,0.251,0.182,0.167,0.181
Q96MG8,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1 OS=Homo sapiens GN=PCMTD1 PE=2 SV=2,PCMTD1,1,4,357,40.65,5.66,2,0.992,0.916,0.723,0.537,0.373,0.258,0.205,0.154,0.129,0.112
Q96MH2,Protein HEXIM2 OS=Homo sapiens GN=HEXIM2 PE=1 SV=1,HEXIM2,12,29,286,32.399,6.55,6,0.992,0.966,1.058,0.909,0.891,0.783,0.655,0.511,0.399,0.492
Q96MH6,Transmembrane protein 68 OS=Homo sapiens GN=TMEM68 PE=2 SV=2,TMEM68,1,1,324,37.401,7.85,1,0.992,1.136,0.873,0.627,0.413,0.258,0.205,0.144,0.119,0.062
Q96MR9,Zinc finger protein 560 OS=Homo sapiens GN=ZNF560 PE=2 SV=2,ZNF560,2,4,790,91.062,8.69,1,0.992,1.266,0.703,1.137,1.043,0.578,0.245,0.224,0.199,0.162
Q96MS0,Roundabout homolog 3 OS=Homo sapiens GN=ROBO3 PE=1 SV=2,ROBO3,4,7,1386,148.117,7.14,4,0.992,0.931,0.948,0.902,0.913,0.738,0.575,0.494,0.489,0.477
Q96MW1,Coiled-coil domain-containing protein 43 OS=Homo sapiens GN=CCDC43 PE=1 SV=2,CCDC43,6,10,224,25.233,4.92,4,0.992,0.986,0.973,0.897,1.003,0.848,0.565,0.494,0.299,0.262
Q96MW5,Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens GN=COG8 PE=1 SV=2,COG8,16,31,612,68.38,5.2,11,0.992,1.094,0.774,0.491,0.344,0.249,0.209,0.157,0.145,0.133
Q96MX3,Zinc finger protein 48 OS=Homo sapiens GN=ZNF48 PE=2 SV=2,ZNF48,2,3,618,67.777,9.36,1,0.992,1.096,1.793,1.617,1.443,1.058,0.855,0.564,0.269,0.322
Q96MX6,WD repeat-containing protein 92 OS=Homo sapiens GN=WDR92 PE=1 SV=1,WDR92,21,45,357,39.715,8.09,19,0.992,1.002,0.822,0.662,0.475,0.283,0.197,0.143,0.109,0.082
Q96N11,Uncharacterized protein C7orf26 OS=Homo sapiens GN=C7orf26 PE=2 SV=1,C7orf26,1,1,449,50.014,7.69,1,0.992,0.866,0.913,0.957,0.773,0.728,0.565,0.334,0.209,0.232
Q96N16,Isoform 2 of Janus kinase and microtubule-interacting protein 1 OS=Homo sapiens GN=JAKMIP1,JAKMIP1,3,3,831,97.376,5.8,2,0.992,0.936,0.808,0.802,0.668,0.543,0.42,0.349,0.329,0.312
Q96N46,Tetratricopeptide repeat protein 14 OS=Homo sapiens GN=TTC14 PE=1 SV=1,TTC14,2,4,770,88.265,8.63,1,0.992,0.986,1.133,1.007,0.883,0.478,0.705,0.434,0.249,0.272
Q96N67,Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4,DOCK7,50,99,2140,242.407,6.8,40,0.992,1.006,0.722,0.53,0.382,0.288,0.206,0.133,0.134,0.107
Q96NB3,Zinc finger protein 830 OS=Homo sapiens GN=ZNF830 PE=1 SV=2,ZNF830,30,68,372,41.973,5.31,29,0.992,0.951,1.029,1,0.898,0.873,0.764,0.737,0.493,0.578
Q96NC0,Zinc finger matrin-type protein 2 OS=Homo sapiens GN=ZMAT2 PE=1 SV=1,ZMAT2,26,72,199,23.597,9.01,28,0.992,0.965,1.01,0.952,0.893,0.75,0.632,0.516,0.35,0.404
Q96NE9,FERM domain-containing protein 6 OS=Homo sapiens GN=FRMD6 PE=1 SV=1,FRMD6,2,4,622,71.998,7.46,2,0.992,0.926,0.903,0.702,0.408,0.158,0.11,0.094,0.074,0.067
Q96NG3,Tetratricopeptide repeat protein 25 OS=Homo sapiens GN=TTC25 PE=1 SV=2,TTC25,2,2,672,76.608,5.6,2,0.992,0.836,0.933,0.792,0.633,0.673,0.36,0.149,0.099,0.062
Q96NH3,Isoform 2 of Protein broad-minded OS=Homo sapiens GN=BROMI,BROMI,1,1,1298,149.332,6.49,1,0.992,1.256,2.763,1.487,1.503,0.978,0.565,0.544,0.219,0.162
Q96NL6,Sodium channel and clathrin linker 1 OS=Homo sapiens GN=SCLT1 PE=1 SV=2,SCLT1,4,9,688,80.861,6.07,2,0.992,1.026,0.918,0.877,0.668,0.233,0.135,0.094,0.084,0.067
Q96NL8,Protein C8orf37 OS=Homo sapiens GN=C8orf37 PE=1 SV=1,C8orf37,7,9,207,23.365,6.95,6,0.992,0.974,0.93,0.774,0.526,0.348,0.24,0.169,0.179,0.132
Q96NM4,Isoform 2 of TOX high mobility group box family member 2 OS=Homo sapiens GN=TOX2,TOX2,1,2,515,54.61,7.77,1,0.992,0.866,0.593,0.467,0.363,0.268,0.175,0.174,0.139,0.132
Q96NN9,Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1,AIFM3,3,5,605,66.749,9.07,2,0.992,0.956,0.948,0.847,0.698,0.498,0.21,0.114,0.099,0.072
Q96NR3,Patched domain-containing protein 1 OS=Homo sapiens GN=PTCHD1 PE=2 SV=2,PTCHD1,1,2,888,101.276,8.27,1,0.992,1.386,1.643,1.787,1.823,1.618,1.435,0.974,0.209,0.172
Q96NS5,Ankyrin repeat and SOCS box protein 16 OS=Homo sapiens GN=ASB16 PE=1 SV=2,ASB16,1,2,453,49.605,8.03,1,0.992,0.966,1.043,1.137,1.013,0.838,0.695,0.304,0.279,0.212
Q96NT1,Nucleosome assembly protein 1-like 5 OS=Homo sapiens GN=NAP1L5 PE=2 SV=1,NAP1L5,3,6,182,19.581,4.21,3,0.992,0.986,1.013,0.892,0.763,0.598,0.525,0.494,0.279,0.377
Q96NU7,Probable imidazolonepropionase OS=Homo sapiens GN=AMDHD1 PE=2 SV=2,AMDHD1,10,20,426,46.713,6.61,10,0.992,1.032,1.013,0.924,0.879,0.7,0.473,0.302,0.206,0.18
Q96NW7,Leucine-rich repeat-containing protein 7 OS=Homo sapiens GN=LRRC7 PE=1 SV=1,LRRC7,5,10,1537,172.473,6.81,4,0.992,1.001,1.293,0.992,0.873,0.623,0.595,0.454,0.134,0.102
Q96P11,Isoform 2 of Putative methyltransferase NSUN5 OS=Homo sapiens GN=NSUN5,NSUN5,19,36,466,50.379,9.03,17,0.992,0.974,0.794,0.607,0.484,0.387,0.292,0.23,0.192,0.168
Q96P16,Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens GN=RPRD1A PE=1 SV=1,RPRD1A,14,40,312,35.698,7.55,14,0.992,0.94,0.528,0.396,0.231,0.144,0.108,0.077,0.107,0.06
Q96P47,"Isoform 4 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=AGAP3",AGAP3,19,37,911,97.891,7.96,11,0.992,0.986,0.704,0.497,0.341,0.248,0.18,0.128,0.134,0.098
Q96P48,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ARAP1 PE=1 SV=3",ARAP1,11,20,1450,162.089,6.23,8,0.992,0.937,0.575,0.409,0.317,0.221,0.154,0.091,0.114,0.077
Q96P70,Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3,IPO9,50,167,1041,115.889,4.81,77,0.992,1.009,0.817,0.698,0.478,0.317,0.214,0.141,0.136,0.107
Q96PB1,CAS1 domain-containing protein 1 OS=Homo sapiens GN=CASD1 PE=2 SV=1,CASD1,2,2,797,91.62,8.82,2,0.992,0.966,0.938,1.027,0.883,0.633,0.485,0.319,0.179,0.142
Q96PC3,Isoform 2 of AP-1 complex subunit sigma-3 OS=Homo sapiens GN=AP1S3,AP1S3,4,16,164,19.432,7.69,5,0.992,1.036,0.903,0.697,0.468,0.338,0.21,0.144,0.124,0.107
Q96PD2,"Isoform 2 of Discoidin, CUB and LCCL domain-containing protein 2 OS=Homo sapiens GN=DCBLD2",DCBLD2,24,61,789,86.602,7.18,28,0.992,0.936,1.016,0.961,0.962,0.873,0.715,0.439,0.211,0.153
Q96PD7,Diacylglycerol O-acyltransferase 2 OS=Homo sapiens GN=DGAT2 PE=1 SV=2,DGAT2,1,2,388,43.803,9.41,2,0.992,0.776,0.973,0.927,1.043,1.008,0.875,0.884,0.789,0.822
Q96PE1,G-protein coupled receptor 124 OS=Homo sapiens GN=GPR124 PE=1 SV=2,GPR124,1,2,1338,142.557,8.44,1,0.992,0.886,0.803,0.697,0.593,0.398,0.185,0.114,0.129,0.092
Q96PE3,"Type I inositol 3,4-bisphosphate 4-phosphatase OS=Homo sapiens GN=INPP4A PE=1 SV=1",INPP4A,11,26,977,109.885,6.96,11,0.992,1.046,0.944,0.926,0.867,0.794,0.66,0.457,0.237,0.214
Q96PE7,"Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens GN=MCEE PE=1 SV=1",MCEE,8,19,176,18.737,9.09,10,0.992,0.973,1.037,0.959,0.951,0.805,0.69,0.594,0.347,0.409
Q96PK6,RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2,RBM14,62,175,669,69.449,9.67,76,0.992,0.928,0.564,0.391,0.324,0.227,0.181,0.136,0.124,0.111
